scene_id,image_id,image_path,component_instance_mask_path,defect_semantic_mask_path,component_yolo_path,defect_yolo_path,domain,split,task_type,training_use,evaluation_eligible,classification_eligible,lighting_profile,background_asset_id,scene_seed,attempt,instance_count,distinct_class_count,component_status_labels,source_parent_ids,composition_family_id,width,height,image_sha256,component_mask_sha256,defect_mask_sha256,component_yolo_sha256,defect_yolo_sha256,background_mean_luma,background_std_luma,background_p99_luma,component_mean_luma,component_background_luma_delta,component_background_luma_ratio,component_light_spill_p99,component_light_spill_max,background_luma_reference,config_sha256,generator_version,qc_gate_version,qc_status,human_verified,background_params_json,sensor_params_json,shadow_params_json
syn-v4-conv-0275,276,synthetic/v4_conveyor/images/train/syn-v4-conv-0275.jpg,synthetic/v4_conveyor/masks/component_visible_instances/train/syn-v4-conv-0275.png,synthetic/v4_conveyor/masks/defect_semantic/train/syn-v4-conv-0275.png,synthetic/v4_conveyor/labels/yolo_component_status/train/syn-v4-conv-0275.txt,synthetic/v4_conveyor/labels/yolo_defects/train/syn-v4-conv-0275.txt,synthetic_black_conveyor_multi_instance,train,multi_instance_detection_segmentation,TRAIN_ONLY_MULTI_SCENE_SYNTHETIC,NO,NO,side_component_spot,IMGGEN-CONVEYOR-BLACK-V1,241008130,0,5,5,discoloration|scratch|body_crack|surface_spot|contamination,syn-v2-700-discoloration-0025|syn-v2-700-scratch-0060|syn-v2-700-body_crack-0057|syn-v2-700-surface_spot-0097|syn-v2-700-contamination-0096,syn-v4-conv-0275,1280,720,021cce6106ea503ef17b12bbc2378b1cae0ffaf3ce9080805a15a2992b00e6f1,b5e98451eb0409a26105a1e25123f96b080567ca5004d0ce31aa19ab743fc7d2,714e6197e24986b02032193e2ae951c958f10e115635f1951a146d0ba7180b6c,ae26a24991340afccdd8110991cae0dd65fcd2dd26a2402a50a2a1d400bd3c8e,452c6a44a15abb3561bc5d43153ec90607638bb1e5d05d2664cfa871922f4107,32.290562,4.253673,44.000000,135.635284,103.344723,4.200462,0.000000,0.000000,SHADOWLESS_SAME_SENSOR_JPEG,fa5adb968da368a28b85a711cd7b3d0aab6829453361eb686e915af6797cf717,4.0.0,multi-instance-paired-clean-1024-v1,AUTO_PASS_MULTI_INSTANCE_PAIRED_CLEAN_1024,NO,"{""brightness"":0.91692661,""contrast"":1.07091964,""crop_x"":0,""crop_y"":141,""noise_seed"":2024499717,""noise_sigma"":1.07180591,""orientation_degrees"":270,""resized_height"":1280,""resized_width"":1280}","{""blur_radius_px"":0.0780679324253322,""jpeg_quality"":92,""noise_seed"":3044813433,""noise_sigma"":0.4789230516835425}","{""blur_radius_px"":7.981981379881897,""instances"":[{""instance_index"":1,""offset_x_px"":4,""offset_y_px"":7,""opacity"":0.25676284},{""instance_index"":2,""offset_x_px"":-3,""offset_y_px"":10,""opacity"":0.27877819},{""instance_index"":3,""offset_x_px"":1,""offset_y_px"":5,""opacity"":0.31340968},{""instance_index"":4,""offset_x_px"":3,""offset_y_px"":10,""opacity"":0.24518211},{""instance_index"":5,""offset_x_px"":0,""offset_y_px"":10,""opacity"":0.21167542}]}"
syn-v4-conv-0276,277,synthetic/v4_conveyor/images/train/syn-v4-conv-0276.jpg,synthetic/v4_conveyor/masks/component_visible_instances/train/syn-v4-conv-0276.png,synthetic/v4_conveyor/masks/defect_semantic/train/syn-v4-conv-0276.png,synthetic/v4_conveyor/labels/yolo_component_status/train/syn-v4-conv-0276.txt,synthetic/v4_conveyor/labels/yolo_defects/train/syn-v4-conv-0276.txt,synthetic_black_conveyor_multi_instance,train,multi_instance_detection_segmentation,TRAIN_ONLY_MULTI_SCENE_SYNTHETIC,NO,NO,neutral_component_spot,IMGGEN-CONVEYOR-BLACK-V1,1007827338,0,5,5,body_chip|body_crack|normal_proxy|surface_spot|lead_breakage,syn-v2-700-body_chip-0011|syn-v2-700-body_crack-0099|syn-v2-700-scratch-0090|syn-v2-700-surface_spot-0071|syn-v2-700-lead_breakage-0088,syn-v4-conv-0276,1280,720,0f875c7cb74e79ddcb0147c58866499d9b591d0b549a32243e2f097bac35c7de,eb5d7f0b4f6440d847b9bd3c70c141383becad3b81e6fd37badccbdff8123b44,faca21b501672066bb6debf10a3a71820d98c10de914fb661b557a54d5211527,7609b19a21488c8b306890baa4dfc55ea75b0e16ff2022f05496ee3bbeb0d5a2,a3f935e96ef165ab681d088aa45e1281f712f810bd462641a302a9978052200e,30.696388,3.460533,40.641800,145.681427,114.985039,4.745882,0.000000,0.000000,SHADOWLESS_SAME_SENSOR_JPEG,fa5adb968da368a28b85a711cd7b3d0aab6829453361eb686e915af6797cf717,4.0.0,multi-instance-paired-clean-1024-v1,AUTO_PASS_MULTI_INSTANCE_PAIRED_CLEAN_1024,NO,"{""brightness"":0.86921954,""contrast"":0.92337477,""crop_x"":0,""crop_y"":428,""noise_seed"":347115068,""noise_sigma"":0.58382791,""orientation_degrees"":90,""resized_height"":1280,""resized_width"":1280}","{""blur_radius_px"":0.19709422967925544,""jpeg_quality"":95,""noise_seed"":60773491,""noise_sigma"":1.0694013939820528}","{""blur_radius_px"":7.759445186051735,""instances"":[{""instance_index"":1,""offset_x_px"":-1,""offset_y_px"":6,""opacity"":0.24656399},{""instance_index"":2,""offset_x_px"":0,""offset_y_px"":7,""opacity"":0.23542485},{""instance_index"":3,""offset_x_px"":4,""offset_y_px"":10,""opacity"":0.22002823},{""instance_index"":4,""offset_x_px"":4,""offset_y_px"":5,""opacity"":0.29041464},{""instance_index"":5,""offset_x_px"":-1,""offset_y_px"":8,""opacity"":0.2289098}]}"
syn-v4-conv-0277,278,synthetic/v4_conveyor/images/train/syn-v4-conv-0277.jpg,synthetic/v4_conveyor/masks/component_visible_instances/train/syn-v4-conv-0277.png,synthetic/v4_conveyor/masks/defect_semantic/train/syn-v4-conv-0277.png,synthetic/v4_conveyor/labels/yolo_component_status/train/syn-v4-conv-0277.txt,synthetic/v4_conveyor/labels/yolo_defects/train/syn-v4-conv-0277.txt,synthetic_black_conveyor_multi_instance,train,multi_instance_detection_segmentation,TRAIN_ONLY_MULTI_SCENE_SYNTHETIC,NO,NO,warm_component_spot,IMGGEN-CONVEYOR-BLACK-V1,4080161927,0,5,5,contamination|lead_breakage|normal_proxy|surface_spot|body_crack,syn-v2-700-contamination-0077|syn-v2-700-lead_breakage-0057|syn-v2-700-lead_breakage-0088|syn-v2-700-surface_spot-0092|syn-v2-700-body_crack-0047,syn-v4-conv-0277,1280,720,0d56b2968fd0bf8544c837414e66e2b64ff42abf3c72f9792d4895937137a80c,c653b0d45b57362fd5bf0bef9282552eb687b3ae9977ed20001da5674a85a066,2a7c51bfa40ebfa04c02329f77f5101553cf74873b10bfe213bfb23d0ee8e239,f4738fb1298d82e383d36d21cd0529c987f0bc46fc72f0fdfab9935cc8d1751c,866c39830389cd82185dd8068ce463dfb085e12f4016b2c83703889276774335,32.639008,4.336826,43.931801,138.171371,105.532364,4.233320,0.000000,0.000000,SHADOWLESS_SAME_SENSOR_JPEG,fa5adb968da368a28b85a711cd7b3d0aab6829453361eb686e915af6797cf717,4.0.0,multi-instance-paired-clean-1024-v1,AUTO_PASS_MULTI_INSTANCE_PAIRED_CLEAN_1024,NO,"{""brightness"":0.9070929,""contrast"":1.0126759,""crop_x"":0,""crop_y"":43,""noise_seed"":3902418221,""noise_sigma"":0.68205587,""orientation_degrees"":0,""resized_height"":1280,""resized_width"":1280}","{""blur_radius_px"":0.018289692833149223,""jpeg_quality"":95,""noise_seed"":1946589504,""noise_sigma"":1.2966064919608833}","{""blur_radius_px"":7.662060157718525,""instances"":[{""instance_index"":1,""offset_x_px"":-1,""offset_y_px"":5,""opacity"":0.19123583},{""instance_index"":2,""offset_x_px"":5,""offset_y_px"":8,""opacity"":0.20185002},{""instance_index"":3,""offset_x_px"":-1,""offset_y_px"":7,""opacity"":0.31816553},{""instance_index"":4,""offset_x_px"":1,""offset_y_px"":9,""opacity"":0.18888186},{""instance_index"":5,""offset_x_px"":1,""offset_y_px"":9,""opacity"":0.30880696}]}"
syn-v4-conv-0278,279,synthetic/v4_conveyor/images/train/syn-v4-conv-0278.jpg,synthetic/v4_conveyor/masks/component_visible_instances/train/syn-v4-conv-0278.png,synthetic/v4_conveyor/masks/defect_semantic/train/syn-v4-conv-0278.png,synthetic/v4_conveyor/labels/yolo_component_status/train/syn-v4-conv-0278.txt,synthetic/v4_conveyor/labels/yolo_defects/train/syn-v4-conv-0278.txt,synthetic_black_conveyor_multi_instance,train,multi_instance_detection_segmentation,TRAIN_ONLY_MULTI_SCENE_SYNTHETIC,NO,NO,cool_component_spot,IMGGEN-CONVEYOR-BLACK-V1,3572821260,0,5,5,contamination|lead_breakage|surface_spot|normal_proxy|body_crack,syn-v2-700-contamination-0077|syn-v2-700-lead_breakage-0017|syn-v2-700-surface_spot-0046|syn-v2-700-body_crack-0079|syn-v2-700-body_crack-0034,syn-v4-conv-0278,1280,720,e3657fd6142b549d7faa500ccbc8bd512796b4ccd5cc2c88b51cfba2104a366f,e3641fbc45cf3e786d39dd6b7e884efc082b98b61273ca65bd9ed47ad8c5d682,3257f10565b85fc4be8bdf52f2644eeb6e430ec00de4c61f6f3a70b597d9fb11,ae04e6844f31fbe02cdb5465389a243a70791b38bf4196a32e897c4f2f4ace2b,7f6b2467708604714945a8a051e5583ee61a3ae50003b4dc319953537b7f069f,26.091982,3.639212,36.000000,131.939819,105.847837,5.056719,0.000000,0.000000,SHADOWLESS_SAME_SENSOR_JPEG,fa5adb968da368a28b85a711cd7b3d0aab6829453361eb686e915af6797cf717,4.0.0,multi-instance-paired-clean-1024-v1,AUTO_PASS_MULTI_INSTANCE_PAIRED_CLEAN_1024,NO,"{""brightness"":0.75035478,""contrast"":1.01874705,""crop_x"":0,""crop_y"":429,""noise_seed"":1630753652,""noise_sigma"":0.55314107,""orientation_degrees"":90,""resized_height"":1280,""resized_width"":1280}","{""blur_radius_px"":0.34673639383591953,""jpeg_quality"":96,""noise_seed"":2605094368,""noise_sigma"":0.5885981405712088}","{""blur_radius_px"":7.554380764754339,""instances"":[{""instance_index"":1,""offset_x_px"":2,""offset_y_px"":5,""opacity"":0.30969744},{""instance_index"":2,""offset_x_px"":-1,""offset_y_px"":6,""opacity"":0.30758988},{""instance_index"":3,""offset_x_px"":1,""offset_y_px"":9,""opacity"":0.24586284},{""instance_index"":4,""offset_x_px"":3,""offset_y_px"":7,""opacity"":0.30125611},{""instance_index"":5,""offset_x_px"":3,""offset_y_px"":7,""opacity"":0.23303668}]}"
syn-v4-conv-0279,280,synthetic/v4_conveyor/images/train/syn-v4-conv-0279.jpg,synthetic/v4_conveyor/masks/component_visible_instances/train/syn-v4-conv-0279.png,synthetic/v4_conveyor/masks/defect_semantic/train/syn-v4-conv-0279.png,synthetic/v4_conveyor/labels/yolo_component_status/train/syn-v4-conv-0279.txt,synthetic/v4_conveyor/labels/yolo_defects/train/syn-v4-conv-0279.txt,synthetic_black_conveyor_multi_instance,train,multi_instance_detection_segmentation,TRAIN_ONLY_MULTI_SCENE_SYNTHETIC,NO,NO,side_component_spot,IMGGEN-CONVEYOR-BLACK-V1,2708394063,0,5,5,surface_spot|normal_proxy|discoloration|contamination|scratch,syn-v2-700-surface_spot-0024|syn-v2-700-body_crack-0034|syn-v2-700-discoloration-0053|syn-v2-700-contamination-0002|syn-v2-700-scratch-0054,syn-v4-conv-0279,1280,720,43125c80e4a5d8c1f096905bb5649177f69e12016864f419c8f6fcc827e2729b,9e48aca729223fd3af02cd5fb92310e13a790d1c5b1bf9072c8a7fcb462f4577,9c9b18879a0347b6fb3af9b5c4397cc1ec5d66de9bbeb11c19e57675615b8381,b4ed1d74c6677c8de97322f437091873e4b6963162784b12e90fc0379bb6fbd6,d76ab1fd3fe20982c6668ca594c99a17cb40f3fb23695aaddde61e9873007d96,27.429987,2.804097,35.144402,135.649124,108.219137,4.945286,0.000000,0.000000,SHADOWLESS_SAME_SENSOR_JPEG,fa5adb968da368a28b85a711cd7b3d0aab6829453361eb686e915af6797cf717,4.0.0,multi-instance-paired-clean-1024-v1,AUTO_PASS_MULTI_INSTANCE_PAIRED_CLEAN_1024,NO,"{""brightness"":0.77775467,""contrast"":0.99804438,""crop_x"":0,""crop_y"":166,""noise_seed"":3142910040,""noise_sigma"":0.74818144,""orientation_degrees"":0,""resized_height"":1280,""resized_width"":1280}","{""blur_radius_px"":0.29747690009953437,""jpeg_quality"":94,""noise_seed"":2961169633,""noise_sigma"":0.6791594056891133}","{""blur_radius_px"":6.738749975653757,""instances"":[{""instance_index"":1,""offset_x_px"":-1,""offset_y_px"":5,""opacity"":0.2904052},{""instance_index"":2,""offset_x_px"":-1,""offset_y_px"":8,""opacity"":0.30502804},{""instance_index"":3,""offset_x_px"":2,""offset_y_px"":8,""opacity"":0.22829485},{""instance_index"":4,""offset_x_px"":-2,""offset_y_px"":5,""opacity"":0.31741331},{""instance_index"":5,""offset_x_px"":2,""offset_y_px"":10,""opacity"":0.20491531}]}"
syn-v4-conv-0280,281,synthetic/v4_conveyor/images/train/syn-v4-conv-0280.jpg,synthetic/v4_conveyor/masks/component_visible_instances/train/syn-v4-conv-0280.png,synthetic/v4_conveyor/masks/defect_semantic/train/syn-v4-conv-0280.png,synthetic/v4_conveyor/labels/yolo_component_status/train/syn-v4-conv-0280.txt,synthetic/v4_conveyor/labels/yolo_defects/train/syn-v4-conv-0280.txt,synthetic_black_conveyor_multi_instance,train,multi_instance_detection_segmentation,TRAIN_ONLY_MULTI_SCENE_SYNTHETIC,NO,NO,neutral_component_spot,IMGGEN-CONVEYOR-BLACK-V1,1227131845,0,5,5,lead_breakage|scratch|contamination|body_crack|body_chip,syn-v2-700-lead_breakage-0069|syn-v2-700-scratch-0067|syn-v2-700-contamination-0062|syn-v2-700-body_crack-0003|syn-v2-700-body_chip-0074,syn-v4-conv-0280,1280,720,0b8c22cbe40b61660ab625c11caad3a51a32f41de5f95fb2eb5eb10375fc4e5b,68cdee26d5b95e499b4e573e8f62c7a919ec7817ee2359e48b6ee94da3999868,0574f3bf7d95f76773b098ee277fb0fc27472b44c2d5d1692ab3da721ac3ccab,d3b2319443f40da71b37ba95ee9aeaf074698d71c0b2b579f92249ba49feb3d3,18b79286351b1145ee22a50d2814f4b8ee5ce8d57efeadeda4bc4fb8fd685898,26.520798,3.388383,35.144402,137.649170,111.128372,5.190235,0.000000,0.000000,SHADOWLESS_SAME_SENSOR_JPEG,fa5adb968da368a28b85a711cd7b3d0aab6829453361eb686e915af6797cf717,4.0.0,multi-instance-paired-clean-1024-v1,AUTO_PASS_MULTI_INSTANCE_PAIRED_CLEAN_1024,NO,"{""brightness"":0.7774223,""contrast"":1.07124085,""crop_x"":0,""crop_y"":169,""noise_seed"":4150210978,""noise_sigma"":0.14057297,""orientation_degrees"":180,""resized_height"":1280,""resized_width"":1280}","{""blur_radius_px"":0.027255937871710077,""jpeg_quality"":94,""noise_seed"":357441523,""noise_sigma"":0.9844011428728789}","{""blur_radius_px"":8.678415563239323,""instances"":[{""instance_index"":1,""offset_x_px"":0,""offset_y_px"":7,""opacity"":0.18698841},{""instance_index"":2,""offset_x_px"":0,""offset_y_px"":7,""opacity"":0.1898844},{""instance_index"":3,""offset_x_px"":0,""offset_y_px"":10,""opacity"":0.27167149},{""instance_index"":4,""offset_x_px"":-3,""offset_y_px"":8,""opacity"":0.22686519},{""instance_index"":5,""offset_x_px"":5,""offset_y_px"":7,""opacity"":0.19270414}]}"
syn-v4-conv-0281,282,synthetic/v4_conveyor/images/train/syn-v4-conv-0281.jpg,synthetic/v4_conveyor/masks/component_visible_instances/train/syn-v4-conv-0281.png,synthetic/v4_conveyor/masks/defect_semantic/train/syn-v4-conv-0281.png,synthetic/v4_conveyor/labels/yolo_component_status/train/syn-v4-conv-0281.txt,synthetic/v4_conveyor/labels/yolo_defects/train/syn-v4-conv-0281.txt,synthetic_black_conveyor_multi_instance,train,multi_instance_detection_segmentation,TRAIN_ONLY_MULTI_SCENE_SYNTHETIC,NO,NO,warm_component_spot,IMGGEN-CONVEYOR-BLACK-V1,1183158252,0,5,5,body_crack|normal_proxy|body_chip|discoloration|surface_spot,syn-v2-700-body_crack-0003|syn-v2-700-surface_spot-0077|syn-v2-700-body_chip-0025|syn-v2-700-discoloration-0024|syn-v2-700-surface_spot-0088,syn-v4-conv-0281,1280,720,37e184c7791ee2762aea29b339bb1b0ae276de2233211ee11f3f8c4a424f2692,f4bbd3bd209036d82342e52c74e3995af00749bf48421466dbbd0cfebd7e73c4,ba2e4e3c170b6e7b99339bef35d2760a585134c622fa54bc06fc31008400829c,11af81ddf40533dfad21e7eea34a60ca45118023fa66ed80ce435095ac812d30,49e950eeaed34de8acd56ad836ab373ea5502763095e8cfa2833da31282d1ae2,26.657158,3.625092,36.144398,139.405167,112.748009,5.229558,0.000000,0.000000,SHADOWLESS_SAME_SENSOR_JPEG,fa5adb968da368a28b85a711cd7b3d0aab6829453361eb686e915af6797cf717,4.0.0,multi-instance-paired-clean-1024-v1,AUTO_PASS_MULTI_INSTANCE_PAIRED_CLEAN_1024,NO,"{""brightness"":0.76577946,""contrast"":1.01267339,""crop_x"":0,""crop_y"":143,""noise_seed"":3084948896,""noise_sigma"":0.36182909,""orientation_degrees"":270,""resized_height"":1280,""resized_width"":1280}","{""blur_radius_px"":0.03499454856242981,""jpeg_quality"":95,""noise_seed"":2211236081,""noise_sigma"":0.6889129043551707}","{""blur_radius_px"":7.87403565327504,""instances"":[{""instance_index"":1,""offset_x_px"":0,""offset_y_px"":8,""opacity"":0.22353358},{""instance_index"":2,""offset_x_px"":4,""offset_y_px"":8,""opacity"":0.25635177},{""instance_index"":3,""offset_x_px"":0,""offset_y_px"":9,""opacity"":0.27886939},{""instance_index"":4,""offset_x_px"":-1,""offset_y_px"":5,""opacity"":0.2844848},{""instance_index"":5,""offset_x_px"":1,""offset_y_px"":5,""opacity"":0.20532851}]}"
syn-v4-conv-0282,283,synthetic/v4_conveyor/images/train/syn-v4-conv-0282.jpg,synthetic/v4_conveyor/masks/component_visible_instances/train/syn-v4-conv-0282.png,synthetic/v4_conveyor/masks/defect_semantic/train/syn-v4-conv-0282.png,synthetic/v4_conveyor/labels/yolo_component_status/train/syn-v4-conv-0282.txt,synthetic/v4_conveyor/labels/yolo_defects/train/syn-v4-conv-0282.txt,synthetic_black_conveyor_multi_instance,train,multi_instance_detection_segmentation,TRAIN_ONLY_MULTI_SCENE_SYNTHETIC,NO,NO,cool_component_spot,IMGGEN-CONVEYOR-BLACK-V1,420368527,0,5,5,contamination|surface_spot|body_crack|lead_breakage|normal_proxy,syn-v2-700-contamination-0090|syn-v2-700-surface_spot-0046|syn-v2-700-body_crack-0044|syn-v2-700-lead_breakage-0029|syn-v2-700-lead_breakage-0008,syn-v4-conv-0282,1280,720,679fce77ae304738c2c8417e00a526e1fe7bde22672f3a786a19e107e96a6b16,11f62ae9f19e29ff05b822e37dfc35f2d129630d97e6a99b557b33a6389823a0,ea75a10afd98ecf6e63a4e9aa04ab8beb4d2fa60d75ab3f62d54de83dca7de77,51dec673920737e09324ec00009f4ba381a7c4299cadbcdc20222536aed6e5f0,964765cc3d68f776da0a252d92b83c4c383a3bc0a952e1b42db7499404c93dda,26.451843,3.284589,35.000000,140.187347,113.735504,5.299719,0.000000,0.000000,SHADOWLESS_SAME_SENSOR_JPEG,fa5adb968da368a28b85a711cd7b3d0aab6829453361eb686e915af6797cf717,4.0.0,multi-instance-paired-clean-1024-v1,AUTO_PASS_MULTI_INSTANCE_PAIRED_CLEAN_1024,NO,"{""brightness"":0.78471874,""contrast"":1.03541255,""crop_x"":0,""crop_y"":526,""noise_seed"":1968104840,""noise_sigma"":0.0167696,""orientation_degrees"":0,""resized_height"":1280,""resized_width"":1280}","{""blur_radius_px"":0.19594138167104191,""jpeg_quality"":95,""noise_seed"":1829500647,""noise_sigma"":0.6635246728091666}","{""blur_radius_px"":7.720896648447893,""instances"":[{""instance_index"":1,""offset_x_px"":-3,""offset_y_px"":6,""opacity"":0.24089707},{""instance_index"":2,""offset_x_px"":-2,""offset_y_px"":5,""opacity"":0.25021822},{""instance_index"":3,""offset_x_px"":0,""offset_y_px"":5,""opacity"":0.21800015},{""instance_index"":4,""offset_x_px"":-1,""offset_y_px"":8,""opacity"":0.27041209},{""instance_index"":5,""offset_x_px"":-2,""offset_y_px"":6,""opacity"":0.19758914}]}"
syn-v4-conv-0283,284,synthetic/v4_conveyor/images/train/syn-v4-conv-0283.jpg,synthetic/v4_conveyor/masks/component_visible_instances/train/syn-v4-conv-0283.png,synthetic/v4_conveyor/masks/defect_semantic/train/syn-v4-conv-0283.png,synthetic/v4_conveyor/labels/yolo_component_status/train/syn-v4-conv-0283.txt,synthetic/v4_conveyor/labels/yolo_defects/train/syn-v4-conv-0283.txt,synthetic_black_conveyor_multi_instance,train,multi_instance_detection_segmentation,TRAIN_ONLY_MULTI_SCENE_SYNTHETIC,NO,NO,side_component_spot,IMGGEN-CONVEYOR-BLACK-V1,2043892250,0,5,5,discoloration|body_crack|lead_breakage|normal_proxy|surface_spot,syn-v2-700-discoloration-0027|syn-v2-700-body_crack-0034|syn-v2-700-lead_breakage-0076|syn-v2-700-contamination-0011|syn-v2-700-surface_spot-0037,syn-v4-conv-0283,1280,720,bc48bfd693781c4592128d93bfa145b33e9904c2bb707220fe9539ddda99a172,cf2f256a5e30121c16482e23c31c08efb0625349d116db6fc2f8b1ecfc9735df,7ce5c8d31ba3623cac85fe633adf8ebbfaa9687474d1c7c6129d81b0e1a854fb,c8a19ee72a5f482a6bcef143c006d09fe74e4fb6950ef95e5160e7299e883d10,86717e20757e56a6bd8560bdeb6a2518447f791e0687324b0a54fe05e3dce9e0,27.405285,3.460214,36.144398,137.415329,110.010044,5.014191,0.000000,0.000000,SHADOWLESS_SAME_SENSOR_JPEG,fa5adb968da368a28b85a711cd7b3d0aab6829453361eb686e915af6797cf717,4.0.0,multi-instance-paired-clean-1024-v1,AUTO_PASS_MULTI_INSTANCE_PAIRED_CLEAN_1024,NO,"{""brightness"":0.79558511,""contrast"":1.05845603,""crop_x"":0,""crop_y"":398,""noise_seed"":3481070482,""noise_sigma"":0.80904902,""orientation_degrees"":0,""resized_height"":1280,""resized_width"":1280}","{""blur_radius_px"":0.1889581938399899,""jpeg_quality"":92,""noise_seed"":3077946760,""noise_sigma"":0.9492629427137713}","{""blur_radius_px"":8.995549500522968,""instances"":[{""instance_index"":1,""offset_x_px"":-2,""offset_y_px"":7,""opacity"":0.31496763},{""instance_index"":2,""offset_x_px"":2,""offset_y_px"":6,""opacity"":0.27792676},{""instance_index"":3,""offset_x_px"":3,""offset_y_px"":5,""opacity"":0.27146615},{""instance_index"":4,""offset_x_px"":3,""offset_y_px"":8,""opacity"":0.25899152},{""instance_index"":5,""offset_x_px"":-2,""offset_y_px"":5,""opacity"":0.2640483}]}"
syn-v4-conv-0284,285,synthetic/v4_conveyor/images/train/syn-v4-conv-0284.jpg,synthetic/v4_conveyor/masks/component_visible_instances/train/syn-v4-conv-0284.png,synthetic/v4_conveyor/masks/defect_semantic/train/syn-v4-conv-0284.png,synthetic/v4_conveyor/labels/yolo_component_status/train/syn-v4-conv-0284.txt,synthetic/v4_conveyor/labels/yolo_defects/train/syn-v4-conv-0284.txt,synthetic_black_conveyor_multi_instance,train,multi_instance_detection_segmentation,TRAIN_ONLY_MULTI_SCENE_SYNTHETIC,NO,NO,neutral_component_spot,IMGGEN-CONVEYOR-BLACK-V1,3607622590,0,5,5,body_crack|surface_spot|body_chip|discoloration|contamination,syn-v2-700-body_crack-0078|syn-v2-700-surface_spot-0037|syn-v2-700-body_chip-0062|syn-v2-700-discoloration-0082|syn-v2-700-contamination-0081,syn-v4-conv-0284,1280,720,2d933b2b2747c1ea6f344bfe937490bc5b5ab1fbb8a0c83156e82bf148189d30,34d454e66d4d906945d2f7c7a4211bff29ad7d613077d83acb36bbd37a96fbee,bb6599286d13da0ea40313034ec14990440cba739a1ede757b204a246931a9ae,6968b39de0dd21d13375494bb5ecb51004074d19de9cc46df9cbfcf2a79e58b5,08b1be7e26077f4812da9516d70f1428b04d4e3ffaa1fdae0c0c8a1afaacc08b,30.954899,3.898272,41.000000,136.332581,105.377682,4.404233,0.000000,0.000000,SHADOWLESS_SAME_SENSOR_JPEG,fa5adb968da368a28b85a711cd7b3d0aab6829453361eb686e915af6797cf717,4.0.0,multi-instance-paired-clean-1024-v1,AUTO_PASS_MULTI_INSTANCE_PAIRED_CLEAN_1024,NO,"{""brightness"":0.90328045,""contrast"":1.0232826,""crop_x"":0,""crop_y"":454,""noise_seed"":3429126338,""noise_sigma"":1.03285245,""orientation_degrees"":0,""resized_height"":1280,""resized_width"":1280}","{""blur_radius_px"":0.31972445202306016,""jpeg_quality"":95,""noise_seed"":3507428151,""noise_sigma"":0.9528186206437717}","{""blur_radius_px"":6.815046706627779,""instances"":[{""instance_index"":1,""offset_x_px"":4,""offset_y_px"":9,""opacity"":0.24394412},{""instance_index"":2,""offset_x_px"":-3,""offset_y_px"":7,""opacity"":0.26165964},{""instance_index"":3,""offset_x_px"":1,""offset_y_px"":9,""opacity"":0.22507382},{""instance_index"":4,""offset_x_px"":-3,""offset_y_px"":7,""opacity"":0.27550564},{""instance_index"":5,""offset_x_px"":-2,""offset_y_px"":9,""opacity"":0.26936814}]}"
syn-v4-conv-0285,286,synthetic/v4_conveyor/images/train/syn-v4-conv-0285.jpg,synthetic/v4_conveyor/masks/component_visible_instances/train/syn-v4-conv-0285.png,synthetic/v4_conveyor/masks/defect_semantic/train/syn-v4-conv-0285.png,synthetic/v4_conveyor/labels/yolo_component_status/train/syn-v4-conv-0285.txt,synthetic/v4_conveyor/labels/yolo_defects/train/syn-v4-conv-0285.txt,synthetic_black_conveyor_multi_instance,train,multi_instance_detection_segmentation,TRAIN_ONLY_MULTI_SCENE_SYNTHETIC,NO,NO,warm_component_spot,IMGGEN-CONVEYOR-BLACK-V1,411204835,0,5,5,contamination|surface_spot|body_crack|normal_proxy|lead_breakage,syn-v2-700-contamination-0002|syn-v2-700-surface_spot-0082|syn-v2-700-body_crack-0097|syn-v2-700-contamination-0044|syn-v2-700-lead_breakage-0057,syn-v4-conv-0285,1280,720,7cd46fa2890283f58eae9e29e886bb47c22faf54c1f4f4d07f5d3f7a9acb0a68,145436c995ddf4a0ed837687de04af12f89015de82a54158f633f22768e49b3a,d2e67b026327f750402f6382e76ac495548f84432c14d07c1a90316f3ce53219,f51de59fa63d8d384ffc8ad8a1bb793aa16df3669ece30ea082417cc29c0004e,ee8ef2796e8ab2866d3809153898f248bd18791371667753363f1f79fe563827,24.923555,3.258335,33.144402,141.960510,117.036955,5.695837,0.000000,0.000000,SHADOWLESS_SAME_SENSOR_JPEG,fa5adb968da368a28b85a711cd7b3d0aab6829453361eb686e915af6797cf717,4.0.0,multi-instance-paired-clean-1024-v1,AUTO_PASS_MULTI_INSTANCE_PAIRED_CLEAN_1024,NO,"{""brightness"":0.72190028,""contrast"":1.076937,""crop_x"":0,""crop_y"":251,""noise_seed"":2691362020,""noise_sigma"":1.04236435,""orientation_degrees"":0,""resized_height"":1280,""resized_width"":1280}","{""blur_radius_px"":0.18619573277500204,""jpeg_quality"":93,""noise_seed"":1473376556,""noise_sigma"":0.5909383790941962}","{""blur_radius_px"":8.061663025502089,""instances"":[{""instance_index"":1,""offset_x_px"":2,""offset_y_px"":6,""opacity"":0.3193106},{""instance_index"":2,""offset_x_px"":-3,""offset_y_px"":6,""opacity"":0.27462274},{""instance_index"":3,""offset_x_px"":-2,""offset_y_px"":6,""opacity"":0.21938674},{""instance_index"":4,""offset_x_px"":4,""offset_y_px"":5,""opacity"":0.30600145},{""instance_index"":5,""offset_x_px"":2,""offset_y_px"":6,""opacity"":0.31046209}]}"
